arm,index,image_id,category,label,area_ratio,size_stratum,connected_components,boundary_area_ratio,pixel_auroc,pixel_ap,image_score,normal_tail_p99,anomaly_tail_p01,raw_final_l1
A,569,pipe_fryum/Data/Images/Anomaly/021.JPG,pipe_fryum,1,0.0009168020751032334,small,1,0.7682926829268293,0.9996059574215659,0.5896720935771048,0.5851825475692749,5.277719992591301e-06,0.0011578791309148073,0.002610667608678341
A,570,pipe_fryum/Data/Images/Anomaly/019.JPG,pipe_fryum,1,0.005049865088475127,large,1,0.4014760147601476,0.9993139894802938,0.8813148682919074,0.6469817757606506,2.326833055121824e-05,0.0002660668105818331,0.003519310848787427
A,571,pipe_fryum/Data/Images/Normal/484.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5132039785385132,8.132245454817166e-08,,5.258180113543176e-09
A,572,pipe_fryum/Data/Images/Anomaly/084.JPG,pipe_fryum,1,0.002761586738420715,medium,13,1.0,0.9937128390745439,0.3171036131733018,0.619377851486206,0.00017209642101079226,1.7336941482426482e-07,0.005174930207431316
A,573,pipe_fryum/Data/Images/Anomaly/065.JPG,pipe_fryum,1,0.0005254841162177069,small,1,0.8652482269503546,0.9998594693054279,0.6914746169886892,0.579169750213623,4.950072138854011e-07,5.069542021374218e-05,0.0008930984186008573
A,574,pipe_fryum/Data/Images/Anomaly/052.JPG,pipe_fryum,1,0.0005180304408103636,small,1,0.8848920863309353,0.9998366450304157,0.7695520408631561,0.5602155327796936,1.684739316942796e-07,3.7783588595630135e-06,0.0005159808206371963
A,575,pipe_fryum/Data/Images/Normal/309.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5770275592803955,1.8901940279647533e-07,,5.456214324794928e-08
A,576,pipe_fryum/Data/Images/Anomaly/016.JPG,pipe_fryum,1,0.0010323340439170555,small,1,0.7509025270758123,0.9998178696475437,0.8829594327751306,0.576055645942688,4.01631768909283e-06,0.00038242980372160673,0.002120222197845578
A,577,pipe_fryum/Data/Images/Anomaly/082.JPG,pipe_fryum,1,0.0009317094259179201,small,4,1.0,0.9977528443638697,0.25201409556147014,0.5822445154190063,7.768407158437185e-06,1.226651238539489e-05,0.002926227869465947
A,578,pipe_fryum/Data/Images/Anomaly/037.JPG,pipe_fryum,1,0.0001900687228872557,small,1,1.0,0.9958057065516301,0.02039196024376681,0.5704520344734192,5.680029175891832e-07,7.800885555298009e-07,0.00023256814165506512
A,579,pipe_fryum/Data/Images/Anomaly/007.JPG,pipe_fryum,1,0.0008608995095481582,small,1,0.8398268398268398,0.9996919076492209,0.621259114290588,0.5679059624671936,6.417083682208613e-07,9.283977124141529e-05,0.001352987834252417
A,580,pipe_fryum/Data/Images/Normal/377.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5297607779502869,7.642760380122127e-08,,6.457961720940375e-09
A,581,pipe_fryum/Data/Images/Anomaly/041.JPG,pipe_fryum,1,0.006056111268466481,large,3,0.496,0.9975848451452185,0.8774041910828106,0.6739271879196167,0.002272834535688162,3.193823795299977e-05,0.005196637008339167
A,582,pipe_fryum/Data/Images/Anomaly/075.JPG,pipe_fryum,1,0.001423652002802582,medium,16,1.0,0.9971736967690241,0.22463527188311921,0.5676501393318176,1.1243098924751393e-05,7.921212272776756e-06,0.0033427930902689695
A,583,pipe_fryum/Data/Images/Anomaly/064.JPG,pipe_fryum,1,0.0004658547129589601,small,1,0.936,0.9998745707478401,0.7633064656464219,0.5525406002998352,1.2663794279887952e-07,5.2893333304382395e-06,0.0005438256193883717
A,584,pipe_fryum/Data/Images/Anomaly/098.JPG,pipe_fryum,1,0.2732890088102443,large,1,0.05606163916541661,0.9596474205940908,0.8721376977560094,0.6880670785903931,0.006197026465088129,1.0387577020765093e-07,0.02387833595275879
A,585,pipe_fryum/Data/Images/Normal/276.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5271776914596558,1.3430850742679468e-07,,7.308084359891609e-09
A,586,pipe_fryum/Data/Images/Anomaly/020.JPG,pipe_fryum,1,0.0005292109539213786,small,1,1.0,0.9993447008500953,0.29721734364842806,0.571751058101654,5.6359818700002506e-05,0.0025954300072044134,0.0028187381103634834
A,587,pipe_fryum/Data/Images/Anomaly/043.JPG,pipe_fryum,1,0.0010174266931023688,small,20,0.9047619047619048,0.9959850049310637,0.16196149918393224,0.5992568731307983,0.00015844368317630142,2.659506662894273e-06,0.003298659110441804
A,588,pipe_fryum/Data/Images/Normal/389.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5165792107582092,1.0771417890964585e-07,,6.4494689588912024e-09
A,589,pipe_fryum/Data/Images/Normal/482.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5540471076965332,1.4390577973699692e-07,,1.4714226281853371e-08
A,590,pipe_fryum/Data/Images/Normal/050.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5343278050422668,7.130876866767721e-08,,5.64258373358939e-09
A,591,pipe_fryum/Data/Images/Anomaly/087.JPG,pipe_fryum,1,0.002120570653389186,medium,3,0.9859402460456942,0.9969771174557283,0.4756727449217728,0.5921317338943481,2.4386803488596343e-05,3.507537257974036e-06,0.0047661433927714825
A,592,pipe_fryum/Data/Images/Normal/166.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.519866406917572,7.371166077518865e-08,,3.571565265758636e-09
A,593,pipe_fryum/Data/Images/Normal/402.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5222498774528503,4.6589562430199294e-08,,2.508111496268839e-09
A,594,pipe_fryum/Data/Images/Normal/087.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5291754007339478,8.077638824488531e-08,,6.135583596744709e-09
A,595,pipe_fryum/Data/Images/Anomaly/068.JPG,pipe_fryum,1,0.00043604001132958663,small,1,0.8717948717948718,0.9998581909195726,0.6304115810994745,0.5730807185173035,4.666957806875871e-07,3.3258871553698555e-05,0.0004691199283115566
A,596,pipe_fryum/Data/Images/Anomaly/026.JPG,pipe_fryum,1,0.006909557102607295,large,2,0.395361380798274,0.9977822296856553,0.7985791577236193,0.6708945035934448,0.00032818454201333225,4.750980588141829e-05,0.005406144540756941
A,597,pipe_fryum/Data/Images/Anomaly/099.JPG,pipe_fryum,1,0.1544327007647471,large,1,0.0641681548337275,0.9948836346172122,0.9714527885303766,0.6545930504798889,0.00010014799772761762,2.6604757294990122e-06,0.017017049714922905
A,598,pipe_fryum/Data/Images/Anomaly/038.JPG,pipe_fryum,1,0.0004099521474038849,small,2,0.9818181818181818,0.9980989399916077,0.37373450877739045,0.572986364364624,1.7536327732159407e-06,2.4740033950365614e-06,0.0009687498677521944
A,599,pipe_fryum/Data/Images/Anomaly/050.JPG,pipe_fryum,1,0.00048076206377364677,small,1,0.8992248062015504,0.9996495376570703,0.5068928223744225,0.5610349178314209,1.0476678653503768e-06,2.4386825316469185e-05,0.0010115313343703747
A,600,pipe_fryum/Data/Images/Normal/130.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5337181687355042,6.986133627151503e-08,,2.3768003121205084e-09
H,601,pipe_fryum/Data/Images/Anomaly/073.JPG,pipe_fryum,1,0.002109390140278171,medium,14,1.0,0.9975226759926695,0.44053797685995755,0.715630829334259,9.921775472321315e-07,4.082419735595977e-08,0.0029272818937897682
H,602,pipe_fryum/Data/Images/Anomaly/000.JPG,pipe_fryum,1,0.0018634188518358403,medium,1,0.586,0.9997273806679012,0.8732622538037972,0.7351841330528259,4.422819301908021e-07,0.00020201502775307745,0.0025550758000463247
H,603,pipe_fryum/Data/Images/Anomaly/078.JPG,pipe_fryum,1,0.0037603792430047256,large,29,1.0,0.9918526872423482,0.33637354127786523,0.7393159866333008,3.4023303214780753e-06,1.2366895063564698e-08,0.0020651116501539946
H,604,pipe_fryum/Data/Images/Normal/272.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.3059927523136139,1.9146204621733887e-08,,1.528578930098945e-09
H,605,pipe_fryum/Data/Images/Anomaly/072.JPG,pipe_fryum,1,0.0028286698170868056,medium,2,0.9762845849802372,0.9969733383588936,0.5907799417388877,0.727626621723175,1.6717373227947974e-06,6.270585117817973e-08,0.002967484761029482
H,606,pipe_fryum/Data/Images/Anomaly/051.JPG,pipe_fryum,1,0.0003652300949598247,small,1,0.9387755102040817,0.9999178654856542,0.7437894401381984,0.6952778697013855,1.73305636508303e-08,1.2007192253804533e-06,0.0004340132582001388
H,607,pipe_fryum/Data/Images/Anomaly/057.JPG,pipe_fryum,1,0.000454674199847945,small,1,0.9098360655737705,0.9996357956768822,0.46897372755535,0.7446171641349792,2.93018160846259e-07,1.428548239346128e-05,0.0008870140300132334
H,608,pipe_fryum/Data/Images/Anomaly/018.JPG,pipe_fryum,1,0.0008758068603628449,small,1,0.8851063829787233,0.9994882455278625,0.547977062631225,0.7737149000167847,1.0020391982834553e-06,0.00012742349645122886,0.0020682828035205603
H,609,pipe_fryum/Data/Images/Normal/487.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.23912091553211212,7.226348852640285e-09,,2.54068766025739e-10
H,610,pipe_fryum/Data/Images/Anomaly/046.JPG,pipe_fryum,1,0.005031230899956769,large,17,0.48518518518518516,0.9977427653518209,0.8677541649559269,0.832366406917572,1.018968760035932e-05,1.0893344182250075e-07,0.004018917214125395
H,611,pipe_fryum/Data/Images/Anomaly/081.JPG,pipe_fryum,1,0.0016733501289485845,medium,2,0.9688195991091314,0.9986495795603233,0.4697043615983481,0.6793771982192993,4.323546534124034e-07,7.801049832778517e-07,0.0024188647512346506
H,612,pipe_fryum/Data/Images/Normal/012.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.2924380898475647,4.6317838453546756e-09,,1.2169266982997584e-10
H,613,pipe_fryum/Data/Images/Anomaly/076.JPG,pipe_fryum,1,0.002843577167901492,medium,4,1.0,0.9928871917366764,0.27437997491566235,0.7249426245689392,1.0221262982668122e-06,1.406846195095568e-08,0.0029701252933591604
H,614,pipe_fryum/Data/Images/Anomaly/077.JPG,pipe_fryum,1,0.0010807829340647873,small,2,1.0,0.9970821316286945,0.36491348913213906,0.7324857115745544,3.887159323312517e-07,2.1250382786774935e-08,0.001067783567123115
H,615,pipe_fryum/Data/Images/Anomaly/089.JPG,pipe_fryum,1,0.004136789851075565,large,9,1.0,0.995965227316878,0.4472296594276787,0.7077941298484802,5.382007657317445e-07,4.105331896653297e-08,0.0031451107934117317
H,616,pipe_fryum/Data/Images/Normal/228.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.18191520869731903,4.129546038456056e-09,,1.0179143639099664e-10
H,617,pipe_fryum/Data/Images/Anomaly/048.JPG,pipe_fryum,1,0.002113116977981843,medium,1,0.6155202821869489,0.9995708486080975,0.9132643280813034,0.7785472869873047,4.293297479307512e-06,9.324301572632976e-06,0.002478610724210739
H,618,pipe_fryum/Data/Images/Normal/398.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.2158147096633911,5.950392178988295e-09,,1.7630465143358975e-10
H,619,pipe_fryum/Data/Images/Anomaly/091.JPG,pipe_fryum,1,0.25914938656251396,large,1,0.059149217671422,0.9986709156710212,0.996275793379168,0.8479494452476501,0.33301836252212524,0.07665376365184784,0.04588334634900093
H,620,pipe_fryum/Data/Images/Anomaly/042.JPG,pipe_fryum,1,0.0026646889581252516,medium,13,0.5482517482517483,0.9991621635019279,0.8853977162081471,0.7868815660476685,4.267455551598687e-06,2.447571887387312e-07,0.0029722419567406178
H,621,pipe_fryum/Data/Images/Normal/213.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.22955870628356934,5.380122569675905e-09,,1.0898866531494633e-10
H,622,pipe_fryum/Data/Images/Anomaly/049.JPG,pipe_fryum,1,0.00459146405092351,large,36,0.49107142857142855,0.998320134742229,0.874861739373086,0.7858064770698547,1.578440969751682e-05,8.869392331689596e-07,0.003839112352579832
H,623,pipe_fryum/Data/Images/Anomaly/088.JPG,pipe_fryum,1,0.0008907142111775316,small,1,1.0,0.9984159304997797,0.3270403822642311,0.6357674598693848,9.231047215507715e-08,5.521691832655051e-07,0.0008671365212649107
H,624,pipe_fryum/Data/Images/Normal/239.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.2708096504211426,6.1229741277202265e-09,,2.56968446521455e-10
H,625,pipe_fryum/Data/Images/Anomaly/053.JPG,pipe_fryum,1,0.0004770352260699751,small,1,0.859375,0.9999597425949679,0.9257808192915573,0.7188653349876404,3.315382102186959e-08,5.4197862482396886e-06,0.0007053898880258203
H,626,pipe_fryum/Data/Images/Anomaly/080.JPG,pipe_fryum,1,0.000991338829176667,small,2,1.0,0.9985122454421125,0.33913096291019473,0.6829409003257751,3.476174299521517e-07,1.2143030971856206e-06,0.0017550720367580652
H,627,pipe_fryum/Data/Images/Anomaly/006.JPG,pipe_fryum,1,0.002157839030425903,medium,5,0.7772020725388601,0.9969692117087021,0.4251868595805099,0.760679304599762,1.2126330148021225e-05,1.1630899798831251e-08,0.003077728906646371
H,628,pipe_fryum/Data/Images/Anomaly/024.JPG,pipe_fryum,1,0.0010099730176950255,small,1,0.8339483394833949,0.9994040254444917,0.589218103267298,0.7670856714248657,3.903797914972529e-05,0.0013737099943682551,0.0030270530842244625
H,629,pipe_fryum/Data/Images/Normal/245.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.2640184760093689,8.158064446206481e-09,,3.758874045356464e-10
H,630,pipe_fryum/Data/Images/Normal/023.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.2880214750766754,5.2867754618546314e-09,,1.3701040302294132e-10
H,631,pipe_fryum/Data/Images/Anomaly/003.JPG,pipe_fryum,1,0.0022659173238323816,medium,1,0.6348684210526315,0.9993912932872305,0.8322905011823405,0.7271694540977478,8.433407572283613e-08,1.2272679441593937e-06,0.0013795155100524426
H,632,pipe_fryum/Data/Images/Anomaly/001.JPG,pipe_fryum,1,0.0011404123373235343,medium,2,0.826797385620915,0.999441750497979,0.7175354301048117,0.7471123337745667,9.413998469653961e-08,2.165769046769128e-06,0.0012862932635471225
H,633,pipe_fryum/Data/Images/Anomaly/029.JPG,pipe_fryum,1,0.004136789851075565,large,1,0.42162162162162165,0.9986754955723647,0.7484309859128611,0.7360445261001587,5.252113055576046e-07,2.506640157662332e-06,0.0027651824057102203
H,634,pipe_fryum/Data/Images/Normal/384.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.2417449951171875,6.121092965827302e-09,,2.1532059468754028e-10
H,635,pipe_fryum/Data/Images/Anomaly/063.JPG,pipe_fryum,1,0.0003093275294047495,small,1,1.0,0.9997095311207064,0.31921886000444344,0.6678444147109985,3.2452678766503595e-08,5.270391284284415e-06,0.0006025539478287101
H,636,pipe_fryum/Data/Images/Anomaly/035.JPG,pipe_fryum,1,0.00025715180155334595,small,2,1.0,0.9944991773185744,0.04556250743037969,0.7418895363807678,5.079619995740359e-07,3.1061802019394236e-07,0.000725766527466476
H,637,pipe_fryum/Data/Images/Anomaly/011.JPG,pipe_fryum,1,0.004282136521518761,large,2,0.7946040034812881,0.9964270524456358,0.4848505333091032,0.7091581225395203,2.173261236748658e-06,1.9312825827455526e-07,0.003274619812145829
H,638,pipe_fryum/Data/Images/Anomaly/079.JPG,pipe_fryum,1,0.00368211565122762,large,1,0.9129554655870445,0.998854437860969,0.7174373381384065,0.7924896478652954,2.7632133878796594e-06,7.283611921593547e-06,0.003911186009645462
H,639,pipe_fryum/Data/Images/Normal/324.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.29422417283058167,9.175904480684949e-09,,3.05496988817211e-10
H,640,pipe_fryum/Data/Images/Anomaly/095.JPG,pipe_fryum,1,0.08985778387322789,large,1,0.11077931234706151,0.9986831137474266,0.9852700773891916,0.8467100858688354,0.03575215861201286,0.010322815738618374,0.02344786934554577
A,601,pipe_fryum/Data/Images/Anomaly/073.JPG,pipe_fryum,1,0.002109390140278171,medium,14,1.0,0.9975614682072629,0.44157078917448567,0.5970181822776794,2.1590620235656388e-05,1.2982355883650598e-06,0.004195221699774265
A,602,pipe_fryum/Data/Images/Anomaly/000.JPG,pipe_fryum,1,0.0018634188518358403,medium,1,0.586,0.9997108996953223,0.861403585451151,0.5815357565879822,9.477274943492375e-06,0.0019215933280065656,0.002675357274711132
A,603,pipe_fryum/Data/Images/Anomaly/078.JPG,pipe_fryum,1,0.0037603792430047256,large,29,1.0,0.9923903431486856,0.3351774723427478,0.6084600687026978,9.392975334776565e-05,1.2391993209348584e-07,0.004455257672816515
A,604,pipe_fryum/Data/Images/Normal/272.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5401695966720581,4.111875568924006e-07,,5.933113911282817e-08
A,605,pipe_fryum/Data/Images/Anomaly/072.JPG,pipe_fryum,1,0.0028286698170868056,medium,2,0.9762845849802372,0.9970515383613704,0.5783675218400459,0.5932418704032898,2.8462602131185122e-05,2.175577265006723e-06,0.0040001822635531425
A,606,pipe_fryum/Data/Images/Anomaly/051.JPG,pipe_fryum,1,0.0003652300949598247,small,1,0.9387755102040817,0.9999137568577945,0.743328520065358,0.5598803162574768,3.1201318506646203e-07,1.0360721717006527e-05,0.0005193930119276047
A,607,pipe_fryum/Data/Images/Anomaly/057.JPG,pipe_fryum,1,0.000454674199847945,small,1,0.9098360655737705,0.9995798065588195,0.3755690486280974,0.5767008662223816,6.7313758336240426e-06,0.00020921700343023986,0.0012220526114106178
A,608,pipe_fryum/Data/Images/Anomaly/018.JPG,pipe_fryum,1,0.0008758068603628449,small,1,0.8851063829787233,0.9994255797713414,0.46860787895308875,0.5890161395072937,2.299292100360617e-05,0.003389233024790883,0.0033031264320015907
A,609,pipe_fryum/Data/Images/Normal/487.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5245894193649292,4.979461891707615e-07,,3.6363513089554544e-08
A,610,pipe_fryum/Data/Images/Anomaly/046.JPG,pipe_fryum,1,0.005031230899956769,large,17,0.48518518518518516,0.9977567159404341,0.8671907853278253,0.672346830368042,0.00047316119889728725,5.025193786423188e-06,0.0037842262536287308
A,611,pipe_fryum/Data/Images/Anomaly/081.JPG,pipe_fryum,1,0.0016733501289485845,medium,2,0.9688195991091314,0.9986099456769697,0.4570352374991328,0.5836554765701294,4.501163402892416e-06,6.852866590634221e-06,0.0031899376772344112
A,612,pipe_fryum/Data/Images/Normal/012.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5396157503128052,6.631847782045952e-08,,3.2723592724437367e-09
A,613,pipe_fryum/Data/Images/Anomaly/076.JPG,pipe_fryum,1,0.002843577167901492,medium,4,1.0,0.9935993919893125,0.284551175544781,0.5921564698219299,5.277809395920485e-05,3.4429584161443927e-07,0.004125904757529497
A,614,pipe_fryum/Data/Images/Anomaly/077.JPG,pipe_fryum,1,0.0010807829340647873,small,2,1.0,0.9970451509883075,0.3784758399846679,0.5782253742218018,5.317253453540616e-06,1.8575222782146739e-07,0.0018596469890326262
A,615,pipe_fryum/Data/Images/Anomaly/089.JPG,pipe_fryum,1,0.004136789851075565,large,9,1.0,0.9961731047025979,0.44310910130565156,0.5739214420318604,1.7209387124239583e-06,5.511296308213787e-07,0.0010773767717182636
A,616,pipe_fryum/Data/Images/Normal/228.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5065401196479797,6.996209123144581e-08,,3.1997053895338468e-09
A,617,pipe_fryum/Data/Images/Anomaly/048.JPG,pipe_fryum,1,0.002113116977981843,medium,1,0.6155202821869489,0.999185624750347,0.8962545660973537,0.6225921511650085,0.001853340188972652,0.000427617400418967,0.005430976394563913
A,618,pipe_fryum/Data/Images/Normal/398.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5294681787490845,7.354218212185515e-08,,4.7460839702750945e-09
A,619,pipe_fryum/Data/Images/Anomaly/091.JPG,pipe_fryum,1,0.25914938656251396,large,1,0.059149217671422,0.9704045466574379,0.8987377824132688,0.6706722974777222,0.002710872096940875,2.2949549816075887e-07,0.026322364807128906
A,620,pipe_fryum/Data/Images/Anomaly/042.JPG,pipe_fryum,1,0.0026646889581252516,medium,13,0.5482517482517483,0.9988682893921507,0.804296699227561,0.6575135588645935,9.850810602074489e-05,3.8320422390825115e-06,0.0033383204136043787
A,621,pipe_fryum/Data/Images/Normal/213.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5129347443580627,1.2259324932983873e-07,,6.426744914023175e-09
A,622,pipe_fryum/Data/Images/Anomaly/049.JPG,pipe_fryum,1,0.00459146405092351,large,36,0.49107142857142855,0.9985002370893749,0.8840829304162103,0.6536195874214172,0.00020710261014755815,2.5597491912776604e-05,0.0038925560656934977
A,623,pipe_fryum/Data/Images/Anomaly/088.JPG,pipe_fryum,1,0.0008907142111775316,small,1,1.0,0.9985200160162778,0.33533405638609887,0.5615654587745667,8.482288649247494e-07,7.356084097409621e-06,0.001538861426524818
A,624,pipe_fryum/Data/Images/Normal/239.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.526564359664917,6.930083173983803e-08,,6.071520619599369e-09
A,625,pipe_fryum/Data/Images/Anomaly/053.JPG,pipe_fryum,1,0.0004770352260699751,small,1,0.859375,0.9999680154625722,0.9450669213539822,0.5610529780387878,2.3738053300803585e-07,3.173016375512816e-05,0.0008100932464003563
A,626,pipe_fryum/Data/Images/Anomaly/080.JPG,pipe_fryum,1,0.000991338829176667,small,2,1.0,0.9986587040387456,0.3358397290437154,0.5748709440231323,5.431204499473097e-06,2.3162450816016644e-05,0.002693897346034646
A,627,pipe_fryum/Data/Images/Anomaly/006.JPG,pipe_fryum,1,0.002157839030425903,medium,5,0.7772020725388601,0.9969270280144045,0.3997546359646152,0.645462155342102,9.14653719519265e-05,1.5294831712253654e-07,0.003399802837520838
A,628,pipe_fryum/Data/Images/Anomaly/024.JPG,pipe_fryum,1,0.0010099730176950255,small,1,0.8339483394833949,0.9993062175028641,0.5335284655993179,0.6046171188354492,0.00011585222091525793,0.008240080438554287,0.0038416837342083454
A,629,pipe_fryum/Data/Images/Normal/245.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5491207242012024,8.932905615210984e-08,,6.569986776838732e-09
A,630,pipe_fryum/Data/Images/Normal/023.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5227314829826355,8.774891568918974e-08,,6.063984425708213e-09
A,631,pipe_fryum/Data/Images/Anomaly/003.JPG,pipe_fryum,1,0.0022659173238323816,medium,1,0.6348684210526315,0.9993275166987641,0.7967464330510904,0.5770610570907593,3.7655806863767793e-06,2.9155937227187678e-05,0.0016973188612610102
A,632,pipe_fryum/Data/Images/Anomaly/001.JPG,pipe_fryum,1,0.0011404123373235343,medium,2,0.826797385620915,0.9994074329804306,0.7187401024219406,0.5795716047286987,9.510656127531547e-06,2.9342432753765024e-05,0.0017045250860974193
A,633,pipe_fryum/Data/Images/Anomaly/029.JPG,pipe_fryum,1,0.004136789851075565,large,1,0.42162162162162165,0.9983273284286704,0.6999824160415423,0.5731050372123718,9.600358907846385e-07,2.6672632884583436e-06,0.0029296104330569506
A,634,pipe_fryum/Data/Images/Normal/384.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5210586786270142,1.0073947720457e-07,,4.14040313145847e-09
A,635,pipe_fryum/Data/Images/Anomaly/063.JPG,pipe_fryum,1,0.0003093275294047495,small,1,1.0,0.9996339382455167,0.2870506157213519,0.5757990479469299,4.5231126932776533e-07,2.7283387680654414e-05,0.0006477813003584743
A,636,pipe_fryum/Data/Images/Anomaly/035.JPG,pipe_fryum,1,0.00025715180155334595,small,2,1.0,0.9950469472724821,0.1583980911693994,0.5712260603904724,6.240721177164232e-06,3.6492515391728375e-06,0.0011035659117624164
A,637,pipe_fryum/Data/Images/Anomaly/011.JPG,pipe_fryum,1,0.004282136521518761,large,2,0.7946040034812881,0.9967580500714899,0.4963377672849236,0.5890750885009766,2.481944284227211e-05,4.40629810327664e-06,0.003347465768456459
A,638,pipe_fryum/Data/Images/Anomaly/079.JPG,pipe_fryum,1,0.00368211565122762,large,1,0.9129554655870445,0.9988553313672561,0.7161380866705652,0.6665529608726501,7.714623643551022e-05,0.000212934406590648,0.004095807671546936
A,639,pipe_fryum/Data/Images/Normal/324.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.5388511419296265,7.850995871194755e-07,,2.0638356090785237e-07
A,640,pipe_fryum/Data/Images/Anomaly/095.JPG,pipe_fryum,1,0.08985778387322789,large,1,0.11077931234706151,0.9939815810807723,0.9181935783220361,0.6587862968444824,0.009487133473157883,0.00018673797603696585,0.022056639194488525
H,641,pipe_fryum/Data/Images/Anomaly/023.JPG,pipe_fryum,1,0.003730564541375352,large,1,0.5344655344655345,0.9988828744005065,0.8525217891118231,0.731539785861969,1.670573965384392e-06,3.960028038818564e-07,0.003934772219508886
H,642,pipe_fryum/Data/Images/Anomaly/034.JPG,pipe_fryum,1,0.0001900687228872557,small,1,1.0,0.99982063924786,0.4268638086893651,0.7562921643257141,3.1691222091012605e-08,7.902783636382082e-07,0.00044170752516947687
H,643,pipe_fryum/Data/Images/Normal/260.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.34291619062423706,1.7822070930151312e-08,,1.267361549039947e-09
H,644,pipe_fryum/Data/Images/Anomaly/033.JPG,pipe_fryum,1,0.00024597128844233094,small,1,1.0,0.9999274217470879,0.7945697285777613,0.735948383808136,1.812350625129966e-08,1.565941374792601e-06,0.0004669783520512283
H,645,pipe_fryum/Data/Images/Anomaly/097.JPG,pipe_fryum,1,0.14659888791162923,large,1,0.0690461663616026,0.9994909415187425,0.9969838403705448,0.8631411790847778,0.10671970248222351,0.1255486011505127,0.026674984022974968
H,646,pipe_fryum/Data/Images/Anomaly/022.JPG,pipe_fryum,1,0.001539183971616404,medium,1,0.6876513317191283,0.9994592454508784,0.771773565677643,0.7425652742385864,6.684806521661812e-07,2.126074377883924e-06,0.0011192138772457838
H,647,pipe_fryum/Data/Images/Normal/307.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.2478358894586563,6.0384848232786226e-09,,2.0528029276434268e-10
H,648,pipe_fryum/Data/Images/Anomaly/083.JPG,pipe_fryum,1,0.002213741595980978,medium,12,1.0,0.9970663129759981,0.43417728376747844,0.7596596479415894,2.568280933701317e-06,2.017086586647565e-07,0.0035138644743710756
H,649,pipe_fryum/Data/Images/Anomaly/090.JPG,pipe_fryum,1,0.23857351560054263,large,1,0.06365695540107787,0.9985161350656675,0.9948023038395695,0.8466362953186035,0.5541292428970337,0.3287121653556824,0.027931250631809235
H,650,pipe_fryum/Data/Images/Normal/093.JPG,pipe_fryum,0,0.0,normal,0,0.0,,,0.3310029208660126,1.1651277276314431e-08,,8.14698253304158e-10
H,651,pipe_fryum/Data/Images/Anomaly/027.JPG,pipe_fryum,1,0.0017590673961330333,medium,1,0.5932203389830508,0.9995275818900243,0.7473953624828774,0.6583382487297058,6.12603869853956e-08,4.840608198719565e-06,0.0016020803013816476
H,652,pipe_fryum/Data/Images/Anomaly/062.JPG,pipe_fryum,1,0.0003577764195524813,small,1,0.9895833333333334,0.9998549896605375,0.5626638936481975,0.7217442989349365,5.5412414212696603e-08,1.3570222108683083e-05,0.0004779971204698086
H,653,pipe_fryum/Data/Images/Anomaly/085.JPG,pipe_fryum,1,0.003752925567597382,large,3,0.9860973187686196,0.997549870486717,0.5558471628266879,0.7131672501564026,1.4742089433639194e-06,3.3070753602260083e-07,0.0030014137737452984
H,654,pipe_fryum/Data/Images/Anomaly/009.JPG,pipe_fryum,1,0.0015242766208017173,medium,1,0.8019559902200489,0.9995466850390959,0.660194577121198,0.7140292525291443,1.7853261624622974e-07,1.2118005543015897e-05,0.0015319850062951446
