attempt_index,epoch,batch,file_names,image_sha256,mask_sha256,labels
120,2,120,"[""cashew/Data/Images/Normal/484.JPG"", ""capsules/Data/Images/Anomaly/093.JPG"", ""candle/Data/Images/Anomaly/091.JPG"", ""chewinggum/Data/Images/Normal/148.JPG"", ""pipe_fryum/Data/Images/Anomaly/075.JPG"", ""pcb3/Data/Images/Normal/0027.JPG""]",68c75a19805c8bdcbc097c346060ffe939d8073f0898954e15cd3b98141ef71e,b5a63ce929c24de51821c9e58950937e8fb9fc29cd2ed994415cd2dae2e4e9d5,"[0, 1, 1, 0, 1, 0]"
121,2,121,"[""pcb1/Data/Images/Normal/1000.JPG"", ""fryum/Data/Images/Normal/398.JPG"", ""fryum/Data/Images/Normal/402.JPG"", ""capsules/Data/Images/Anomaly/098.JPG"", ""pipe_fryum/Data/Images/Anomaly/014.JPG"", ""macaroni2/Data/Images/Anomaly/013.JPG""]",df1440d6b724f3cb0b042b6b8a1a2083f4b66fe8a3072c13a264a44916a0f6b6,b52e641d97f37fc7c34b36569b3a3925893caa4faed80cb6ea2cf177fc1e4b63,"[0, 0, 0, 1, 1, 1]"
122,2,122,"[""pcb4/Data/Images/Anomaly/052.JPG"", ""pcb1/Data/Images/Normal/0994.JPG"", ""pcb2/Data/Images/Anomaly/034.JPG"", ""pcb3/Data/Images/Anomaly/072.JPG"", ""pcb2/Data/Images/Normal/0303.JPG"", ""cashew/Data/Images/Anomaly/056.JPG""]",cc8279d92cbdaf30e3978c931de62904a73aeca710c7a4e2f6e4b82672d33daf,81afd5302b1673bda0106a72075d615a3f91a047bc7156f706c03f97928e92d7,"[1, 0, 1, 1, 0, 1]"
123,2,123,"[""pipe_fryum/Data/Images/Anomaly/044.JPG"", ""capsules/Data/Images/Anomaly/051.JPG"", ""pcb2/Data/Images/Normal/0027.JPG"", ""chewinggum/Data/Images/Normal/245.JPG"", ""pcb4/Data/Images/Normal/0261.JPG"", ""fryum/Data/Images/Anomaly/060.JPG""]",d8c3c961ef843fb1813cb4eaf2d67ffd8859756e672e4ff32505ce8e4ea3edc8,fa1f62febdeb504f8f1459b2bc774f74f1e7be2a5f26a8f9e3f68f0cdc4ddb08,"[1, 1, 0, 0, 0, 1]"
124,2,124,"[""fryum/Data/Images/Normal/307.JPG"", ""pcb2/Data/Images/Normal/0920.JPG"", ""pcb1/Data/Images/Anomaly/097.JPG"", ""capsules/Data/Images/Normal/026.JPG"", ""pcb1/Data/Images/Normal/0046.JPG"", ""macaroni2/Data/Images/Normal/0621.JPG""]",d527cf6e9ae6d10da3c425f43ded0e1435672753d39937691de7bbcb97a9170f,59be50a45ffd7da49fb26454d378a2fcc4ab8260fec9bd30823a13027130b187,"[0, 0, 1, 0, 0, 0]"
125,2,125,"[""candle/Data/Images/Anomaly/056.JPG"", ""candle/Data/Images/Anomaly/057.JPG"", ""pcb4/Data/Images/Normal/0920.JPG"", ""candle/Data/Images/Anomaly/078.JPG"", ""macaroni1/Data/Images/Normal/0751.JPG"", ""pcb3/Data/Images/Anomaly/080.JPG""]",85ff254c4cfbf2e53ce4af07494c50ab01cb9d85bd1b906ac6c8c5ab3609a973,e0ce6b376fd04a4017aedfd9d50c9e88acafe0ae9d2f58545801bc5cacc40a2c,"[1, 1, 0, 1, 0, 1]"
126,2,126,"[""capsules/Data/Images/Normal/324.JPG"", ""candle/Data/Images/Normal/0159.JPG"", ""macaroni1/Data/Images/Anomaly/063.JPG"", ""candle/Data/Images/Normal/0363.JPG"", ""capsules/Data/Images/Anomaly/029.JPG"", ""pcb4/Data/Images/Anomaly/013.JPG""]",0966a8cd1e012d612a9a5016c1d6c12399e40e123483e2e853f66dc5196e28ed,0eb37f615c3a912fdcd50050df8148304e3cf0bc02a616fc33b2f25d65498e96,"[0, 0, 1, 0, 1, 1]"
127,2,127,"[""pcb2/Data/Images/Normal/0168.JPG"", ""pcb2/Data/Images/Anomaly/012.JPG"", ""macaroni2/Data/Images/Normal/0394.JPG"", ""macaroni2/Data/Images/Anomaly/090.JPG"", ""pipe_fryum/Data/Images/Normal/272.JPG"", ""cashew/Data/Images/Anomaly/060.JPG""]",e4e5b82a5f50eb1d5745b1af0669bab864b818263ef503cd62c1a83c36e9e9ad,05f5c74ce88faccef3f494056d9533893ea061c8f2b5712315bbe6fbbb7c2f60,"[0, 1, 0, 1, 0, 1]"
128,2,128,"[""pipe_fryum/Data/Images/Anomaly/031.JPG"", ""macaroni1/Data/Images/Anomaly/022.JPG"", ""pipe_fryum/Data/Images/Normal/276.JPG"", ""cashew/Data/Images/Anomaly/067.JPG"", ""cashew/Data/Images/Anomaly/080.JPG"", ""macaroni1/Data/Images/Anomaly/033.JPG""]",bb6bd9c30596210395ac098861759cd772ee6e30d6f6525b5d5ebf3310390e78,9b0855cd68e32a21cadfd54866241380cb5054e6682bc370907fef9dd9f98373,"[1, 1, 0, 1, 1, 1]"
129,2,129,"[""capsules/Data/Images/Anomaly/064.JPG"", ""candle/Data/Images/Normal/0811.JPG"", ""pipe_fryum/Data/Images/Anomaly/030.JPG"", ""pcb4/Data/Images/Anomaly/095.JPG"", ""macaroni2/Data/Images/Normal/0755.JPG"", ""pcb4/Data/Images/Normal/0483.JPG""]",4d0482edcc2b99eae44eb8c16a334d90884ed6f8956295329f5c38e5acd2064d,2965ea6c30cbd7e48ed6a84f2bc71b2a051daa5864dead6b0a63d67cc62fb678,"[1, 0, 1, 1, 0, 0]"
130,2,130,"[""pcb2/Data/Images/Anomaly/080.JPG"", ""cashew/Data/Images/Anomaly/075.JPG"", ""pipe_fryum/Data/Images/Anomaly/032.JPG"", ""macaroni1/Data/Images/Normal/0208.JPG"", ""fryum/Data/Images/Normal/228.JPG"", ""candle/Data/Images/Anomaly/021.JPG""]",d67a6f46826f969e491fde85990ce450be62f75bb97055e9ab640de3149b435a,189d5c94c12f702e555e10959b4270026a8fc3c056e3bf575aefe4faaf27c35a,"[1, 1, 1, 0, 0, 1]"
131,2,131,"[""chewinggum/Data/Images/Anomaly/022.JPG"", ""candle/Data/Images/Normal/0046.JPG"", ""pipe_fryum/Data/Images/Normal/093.JPG"", ""candle/Data/Images/Normal/0779.JPG"", ""candle/Data/Images/Anomaly/044.JPG"", ""candle/Data/Images/Normal/0994.JPG""]",dfa1bd6f7ee9e3400fd67e0a1199b29fd6eccacbbb8e203b4d4939a257e18add,a9dd5ffe50651749ecf66b1c2fefd505dd33953ea7991ca2a217fb47c67abc53,"[1, 0, 0, 0, 1, 0]"
132,2,132,"[""pipe_fryum/Data/Images/Anomaly/091.JPG"", ""macaroni1/Data/Images/Normal/0320.JPG"", ""chewinggum/Data/Images/Anomaly/012.JPG"", ""pcb2/Data/Images/Anomaly/077.JPG"", ""candle/Data/Images/Normal/0685.JPG"", ""macaroni2/Data/Images/Normal/0552.JPG""]",3cf52d308530c61f1ee94ee62611e35901853acdd9bc1ebccb403d4b341afce7,a9c4d92990d3c1b304eaa08e0d4706354a9cd0e3ffc7fa4b223d5ca7061e80e2,"[1, 0, 1, 1, 0, 0]"
133,2,133,"[""pcb1/Data/Images/Normal/0768.JPG"", ""macaroni2/Data/Images/Normal/0377.JPG"", ""cashew/Data/Images/Anomaly/026.JPG"", ""macaroni2/Data/Images/Normal/0520.JPG"", ""pcb3/Data/Images/Anomaly/024.JPG"", ""pcb4/Data/Images/Anomaly/097.JPG""]",827e26230df014f8d89b9b93d874af3d399b1c21d7238522cf5714c058109a30,68ee7659b5d9bb9a7c982ada81f562582dcbb96f019b898d5bfdfee8876e162b,"[0, 0, 1, 0, 1, 1]"
134,2,134,"[""chewinggum/Data/Images/Anomaly/095.JPG"", ""cashew/Data/Images/Anomaly/021.JPG"", ""macaroni1/Data/Images/Anomaly/043.JPG"", ""pcb4/Data/Images/Normal/0320.JPG"", ""macaroni1/Data/Images/Normal/0790.JPG"", ""chewinggum/Data/Images/Anomaly/009.JPG""]",a0ac183740692c6e7dae57489b81bd28acec9dd54dc81d43e15ffb0216702643,b5f8eff0af1693f7f5213026f3e983cf11666a6a797592d9604dba9b6755eed5,"[1, 1, 1, 0, 0, 1]"
135,2,135,"[""macaroni1/Data/Images/Anomaly/035.JPG"", ""macaroni2/Data/Images/Anomaly/099.JPG"", ""pcb4/Data/Images/Normal/0514.JPG"", ""pcb3/Data/Images/Normal/0294.JPG"", ""pcb1/Data/Images/Anomaly/061.JPG"", ""macaroni2/Data/Images/Normal/0674.JPG""]",d26e28790d2dd4d36761b58bec6c43b2fac84b1e8c89d2ee41e3d77edbeb99c1,98dafcdbb01a01d6f5698e7c61a484c2b176b5b82b46ab8448c99cc59d226289,"[1, 1, 0, 0, 1, 0]"
136,2,136,"[""chewinggum/Data/Images/Anomaly/050.JPG"", ""pcb3/Data/Images/Normal/0730.JPG"", ""pcb4/Data/Images/Anomaly/048.JPG"", ""chewinggum/Data/Images/Normal/400.JPG"", ""pcb4/Data/Images/Anomaly/006.JPG"", ""capsules/Data/Images/Normal/237.JPG""]",b751926816d990610ad1a2782141d9b7abcd810a80a8171bd5287da157cc0a9a,8be96e7d776190b96bfd1c4bd7d1d83d007bab588a3c1156844581ccb0ca980e,"[1, 0, 1, 0, 1, 0]"
137,2,137,"[""pipe_fryum/Data/Images/Anomaly/036.JPG"", ""pipe_fryum/Data/Images/Anomaly/058.JPG"", ""capsules/Data/Images/Anomaly/074.JPG"", ""pcb2/Data/Images/Anomaly/003.JPG"", ""candle/Data/Images/Anomaly/075.JPG"", ""pipe_fryum/Data/Images/Anomaly/065.JPG""]",0cb8b41bfc90becfced365b3c08d53e2f8de09faf31ff8c44762225183cccde4,2d05018eae5d71aed0df41e0f94e3691b3b2b7a27e7d9a203d2809e6d0a0c1e4,"[1, 1, 1, 1, 1, 1]"
138,2,138,"[""pcb4/Data/Images/Anomaly/064.JPG"", ""pcb4/Data/Images/Anomaly/093.JPG"", ""pcb1/Data/Images/Normal/0730.JPG"", ""pcb4/Data/Images/Normal/0214.JPG"", ""pcb4/Data/Images/Normal/0026.JPG"", ""fryum/Data/Images/Anomaly/012.JPG""]",898c288a829ac6d73db9219efef212c28b246e6b273e58326e9f3070afc1e739,60e2f4292148b0005c000944696ed2a7d45dfa7cb5112e4dec599ec3bdb29631,"[1, 1, 0, 0, 0, 1]"
139,2,139,"[""pcb1/Data/Images/Normal/0619.JPG"", ""pcb4/Data/Images/Normal/0619.JPG"", ""pcb4/Data/Images/Normal/0013.JPG"", ""pcb4/Data/Images/Anomaly/002.JPG"", ""capsules/Data/Images/Anomaly/095.JPG"", ""pcb1/Data/Images/Anomaly/050.JPG""]",cd02814cedaaa39037a2e772bb61e10c3c46d6241d1b56496b52462926b5f51e,ba5e951b8d12c9388fd107b8be2ccafa305e9c6b77e0f8e3b20ba0ac2a0de2a8,"[0, 0, 0, 1, 1, 1]"
140,2,140,"[""pcb3/Data/Images/Anomaly/018.JPG"", ""macaroni2/Data/Images/Normal/0688.JPG"", ""macaroni1/Data/Images/Anomaly/016.JPG"", ""pcb3/Data/Images/Normal/0168.JPG"", ""candle/Data/Images/Anomaly/039.JPG"", ""cashew/Data/Images/Normal/284.JPG""]",0a7097a0ec3c521f8abfbc165b5257d7024850b3f2c15530bb64bc70b7b2d912,e0e6976f4d0d3918cb7a5cac528d85c1c91a99d317c8850d4c84b0084f96e7c2,"[1, 0, 1, 0, 1, 0]"
141,2,141,"[""fryum/Data/Images/Anomaly/057.JPG"", ""pipe_fryum/Data/Images/Normal/367.JPG"", ""cashew/Data/Images/Normal/245.JPG"", ""cashew/Data/Images/Anomaly/053.JPG"", ""capsules/Data/Images/Anomaly/034.JPG"", ""candle/Data/Images/Anomaly/027.JPG""]",0c80e89aa9bef5fcdd8338aedb0d48545fce873ecb15ab07c64a01de923b8eea,8050ce98782b412c7bb04c263b4db40e7d1a9d40ea9821914a1a1973689ef5fe,"[1, 0, 0, 1, 1, 1]"
142,2,142,"[""pipe_fryum/Data/Images/Normal/400.JPG"", ""pcb2/Data/Images/Anomaly/013.JPG"", ""candle/Data/Images/Anomaly/079.JPG"", ""pipe_fryum/Data/Images/Anomaly/076.JPG"", ""pcb2/Data/Images/Normal/0046.JPG"", ""candle/Data/Images/Anomaly/032.JPG""]",d088cfbb4321011d430d170976b0fd8c6f56aca9c2c204a95c5fb66109275494,40a1606e988b2b0c83cbe08d186c743bb1d8a6764371adce19ec37df5cbd473d,"[0, 1, 1, 1, 0, 1]"
143,2,143,"[""pcb2/Data/Images/Anomaly/021.JPG"", ""candle/Data/Images/Anomaly/096.JPG"", ""macaroni1/Data/Images/Anomaly/071.JPG"", ""macaroni2/Data/Images/Anomaly/088.JPG"", ""macaroni2/Data/Images/Normal/0013.JPG"", ""pcb3/Data/Images/Anomaly/079.JPG""]",caabbdb11cb45405fce77caa11ed2997569c3ce55bc724c6ffc13573484c4b90,e16e991fadb53493b517886d894ae9ba5f8983b534cd348faa199e57cc5a3059,"[1, 1, 1, 1, 0, 1]"
144,2,144,"[""capsules/Data/Images/Anomaly/078.JPG"", ""macaroni1/Data/Images/Anomaly/024.JPG"", ""pipe_fryum/Data/Images/Anomaly/099.JPG"", ""cashew/Data/Images/Anomaly/039.JPG"", ""macaroni2/Data/Images/Anomaly/045.JPG"", ""pipe_fryum/Data/Images/Anomaly/035.JPG""]",ee9983d08737685b799d85442d6b968f5957251d4e3f041eb5ffe63c9780b530,c80b999d7028d841e017b291bb137305ca0b4ea3fb2175bedaf371128c7bc9c0,"[1, 1, 1, 1, 1, 1]"
145,2,145,"[""candle/Data/Images/Anomaly/066.JPG"", ""pipe_fryum/Data/Images/Normal/482.JPG"", ""capsules/Data/Images/Anomaly/005.JPG"", ""macaroni1/Data/Images/Normal/0615.JPG"", ""pcb2/Data/Images/Normal/0469.JPG"", ""pcb3/Data/Images/Normal/0629.JPG""]",8e9490276aadf511bed3108c46a91ca0e98a774b8b0a1084d7b6905822f3611a,959df53d7061ad82e967072e6f9d09da44a310f7692919a37b156ac3b6ef5b52,"[1, 0, 1, 0, 0, 0]"
146,2,146,"[""cashew/Data/Images/Anomaly/068.JPG"", ""pcb2/Data/Images/Anomaly/081.JPG"", ""chewinggum/Data/Images/Anomaly/041.JPG"", ""fryum/Data/Images/Anomaly/021.JPG"", ""pcb3/Data/Images/Normal/0619.JPG"", ""pcb1/Data/Images/Anomaly/057.JPG""]",e6cc4b8c75fdd47875c36972aa5fab3bdd1dbd4ffdb341c1c35a505fdaf0905e,998b5c01748de02359ac9da0757dade20e82da6e9f7db1b19e1a8a4cd6b990d2,"[1, 1, 1, 1, 0, 1]"
147,2,147,"[""macaroni1/Data/Images/Anomaly/074.JPG"", ""fryum/Data/Images/Normal/446.JPG"", ""chewinggum/Data/Images/Normal/104.JPG"", ""chewinggum/Data/Images/Normal/309.JPG"", ""pcb3/Data/Images/Anomaly/082.JPG"", ""capsules/Data/Images/Anomaly/006.JPG""]",1a31cfd8e75c7642a8272e9ce845628f9eab0b54ddb464ba14132d23e85dc6ed,cd011e44e26ab1c9397ce8c9fd6bc7f681ec5139338d9294138e27c51c4a385a,"[1, 0, 0, 0, 1, 1]"
148,2,148,"[""pcb2/Data/Images/Anomaly/042.JPG"", ""candle/Data/Images/Normal/0871.JPG"", ""chewinggum/Data/Images/Anomaly/075.JPG"", ""pipe_fryum/Data/Images/Anomaly/078.JPG"", ""pcb3/Data/Images/Normal/0518.JPG"", ""macaroni1/Data/Images/Anomaly/095.JPG""]",a559038b60ced7a6ed895723f7adf6d4c9fc6daa394ab6c46f44daa9d5d4ede8,1e7c27b6a3402991961c7b6d390fe0a4cb9ca007c1e1d07e1656b7463e9ff2b7,"[1, 0, 1, 1, 0, 1]"
149,2,149,"[""capsules/Data/Images/Anomaly/057.JPG"", ""chewinggum/Data/Images/Normal/460.JPG"", ""pcb3/Data/Images/Anomaly/021.JPG"", ""pcb3/Data/Images/Anomaly/089.JPG"", ""macaroni1/Data/Images/Anomaly/099.JPG"", ""candle/Data/Images/Normal/0024.JPG""]",6a0237e710aadd93bc40c70c98c38c7a1770a25d97a3d79dc5f6f16cc1979fd9,f8cbb98638b69569e48e383014a97e2d7a8fe50a16466710a269419fddc22159,"[1, 0, 1, 1, 1, 0]"
150,2,150,"[""cashew/Data/Images/Anomaly/034.JPG"", ""candle/Data/Images/Anomaly/046.JPG"", ""pcb4/Data/Images/Normal/0187.JPG"", ""capsules/Data/Images/Anomaly/059.JPG"", ""candle/Data/Images/Normal/0684.JPG"", ""macaroni2/Data/Images/Normal/0619.JPG""]",dad810127bf832bcc37fb5d1b7167a10c9592e49db4fa2f8e7361d9c79fb2e29,8cab546978e81e9677aaa9ab68e5e7f36fe26c6abf3c87b3599bfe87cb8c835c,"[1, 1, 0, 1, 0, 0]"
151,2,151,"[""capsules/Data/Images/Normal/174.JPG"", ""cashew/Data/Images/Normal/384.JPG"", ""pcb1/Data/Images/Anomaly/034.JPG"", ""pcb3/Data/Images/Normal/0688.JPG"", ""candle/Data/Images/Anomaly/084.JPG"", ""chewinggum/Data/Images/Normal/337.JPG""]",3329fac7824ac49765b0a120fc628c76c7e5e4b1012aeed267334aaed6399337,d36070a132e31c40eefccaa56b9652b99cf8f7486200ce3af0ea4ca173d55cc9,"[0, 0, 1, 0, 1, 0]"
152,2,152,"[""pcb2/Data/Images/Normal/0525.JPG"", ""macaroni2/Data/Images/Normal/0294.JPG"", ""pcb4/Data/Images/Anomaly/039.JPG"", ""pcb2/Data/Images/Normal/0196.JPG"", ""pcb4/Data/Images/Normal/0694.JPG"", ""candle/Data/Images/Anomaly/001.JPG""]",3dd23f54dbcd9e97c998eefb5bc944c128d4a37fb32107c0c452d958aba95664,f03022c1f1509f3ef18bc324aa230c66b0cf013c76a8e0521cee03ec7da87023,"[0, 0, 1, 0, 0, 1]"
153,2,153,"[""macaroni1/Data/Images/Normal/0545.JPG"", ""pcb1/Data/Images/Normal/0617.JPG"", ""fryum/Data/Images/Anomaly/085.JPG"", ""macaroni2/Data/Images/Normal/0320.JPG"", ""fryum/Data/Images/Normal/344.JPG"", ""pcb1/Data/Images/Normal/0363.JPG""]",c31c9e73b16cd68bd07556a1d3529cf84e8552fe2a810fd5d5eb63daa610c4d6,bff60fee1093a450ecfff09f85e62586cd525b78586074af8ba834dece0d3866,"[0, 0, 1, 0, 0, 0]"
154,2,154,"[""chewinggum/Data/Images/Normal/013.JPG"", ""capsules/Data/Images/Normal/062.JPG"", ""pcb4/Data/Images/Anomaly/027.JPG"", ""pipe_fryum/Data/Images/Normal/446.JPG"", ""cashew/Data/Images/Anomaly/005.JPG"", ""cashew/Data/Images/Normal/487.JPG""]",8a8635fb9174dc74ef8bb037a269adb5738fb9519b531b2fd36eb0f535b3d3d1,77a059a2413a952943303525ae30901cba645eb85c254fb67a1f41caceb5c454,"[0, 0, 1, 0, 1, 0]"
155,2,155,"[""candle/Data/Images/Anomaly/055.JPG"", ""capsules/Data/Images/Normal/427.JPG"", ""chewinggum/Data/Images/Anomaly/027.JPG"", ""pcb2/Data/Images/Anomaly/056.JPG"", ""candle/Data/Images/Anomaly/017.JPG"", ""candle/Data/Images/Anomaly/023.JPG""]",c24f4ac11fed67a4c16115b12c7bc02b99ced6b320d3b95e22e8261b8946a6e3,b34cd9b66b05e95f290c934154caffd58622080bbed9cba5eb730106cff3e8cb,"[1, 0, 1, 1, 1, 1]"
156,2,156,"[""cashew/Data/Images/Normal/012.JPG"", ""pcb2/Data/Images/Normal/0016.JPG"", ""fryum/Data/Images/Anomaly/071.JPG"", ""pcb4/Data/Images/Normal/0892.JPG"", ""pipe_fryum/Data/Images/Normal/143.JPG"", ""macaroni1/Data/Images/Normal/0617.JPG""]",885f1dc3c0e0f68fcd43cb4bf040e0899f23f8a66e45b591c59ff6aefa2a1582,1a5932478d96b984abbf855060e3be3eaaf4069123660967e7d306c2716432f2,"[0, 0, 1, 0, 0, 0]"
157,2,157,"[""pcb2/Data/Images/Anomaly/029.JPG"", ""chewinggum/Data/Images/Normal/284.JPG"", ""pipe_fryum/Data/Images/Anomaly/011.JPG"", ""capsules/Data/Images/Anomaly/089.JPG"", ""pcb1/Data/Images/Anomaly/076.JPG"", ""pcb3/Data/Images/Anomaly/025.JPG""]",060630d97f74e9865c54d8904e2825b53f38634188f4694a1a8d4d6fbecf98e5,9180fc2fc6c42a2aa0b99e627b00875b0541bcc2c91a7662a597f26ad7ea94f8,"[1, 0, 1, 1, 1, 1]"
158,2,158,"[""cashew/Data/Images/Normal/089.JPG"", ""pcb1/Data/Images/Normal/0784.JPG"", ""macaroni2/Data/Images/Normal/0935.JPG"", ""pcb4/Data/Images/Anomaly/066.JPG"", ""pcb4/Data/Images/Anomaly/080.JPG"", ""chewinggum/Data/Images/Normal/260.JPG""]",cbc65d5c84686f3ddf2e4cf1b8fecfd5a84302c123c94abbdc76a6174413a572,9366664905e024b027dfa028f662767c3e4328c0dae08ba39c7a652a7093fe5b,"[0, 0, 0, 1, 1, 0]"
159,2,159,"[""macaroni1/Data/Images/Normal/0490.JPG"", ""chewinggum/Data/Images/Anomaly/069.JPG"", ""candle/Data/Images/Anomaly/092.JPG"", ""chewinggum/Data/Images/Normal/012.JPG"", ""pcb2/Data/Images/Normal/0800.JPG"", ""fryum/Data/Images/Anomaly/023.JPG""]",f73981c923a1d5e5ffa68f565723f3e546eafb49207bca851ff5a8387337909c,47f20987340b4ebae9117acb274aeaf3c0980df45ba6836fd0247df2c6297d1f,"[0, 1, 1, 0, 0, 1]"
160,2,160,"[""candle/Data/Images/Normal/0764.JPG"", ""pcb3/Data/Images/Anomaly/055.JPG"", ""cashew/Data/Images/Normal/367.JPG"", ""macaroni1/Data/Images/Anomaly/002.JPG"", ""candle/Data/Images/Anomaly/007.JPG"", ""macaroni2/Data/Images/Anomaly/060.JPG""]",9b491acff19b89106925906dddff27369bfebfbbfaea78b6b56db5b857cc5a20,51324a2a064b98edaa3363cf38bfc43a5a57ade5a51ddb1e57bd59a5fa0c6c3f,"[0, 1, 0, 1, 1, 1]"
161,2,161,"[""pcb3/Data/Images/Anomaly/093.JPG"", ""pcb3/Data/Images/Anomaly/056.JPG"", ""pcb3/Data/Images/Normal/0457.JPG"", ""candle/Data/Images/Anomaly/012.JPG"", ""pcb4/Data/Images/Anomaly/044.JPG"", ""cashew/Data/Images/Anomaly/090.JPG""]",3d8df8b395ebffab6a5b6149b0107a272eca539202732d0b78cbfcbecd37fd40,f96c4556150f2045feb47eeed373f1bca533bdd01d138f044d0a30a468434303,"[1, 1, 0, 1, 1, 1]"
162,2,162,"[""macaroni1/Data/Images/Anomaly/034.JPG"", ""pcb2/Data/Images/Normal/0869.JPG"", ""fryum/Data/Images/Anomaly/010.JPG"", ""candle/Data/Images/Normal/0402.JPG"", ""pcb4/Data/Images/Anomaly/026.JPG"", ""fryum/Data/Images/Anomaly/093.JPG""]",3619c68b5655f8e82a3a4ecbaffeff975358f6fc6a3db454876e73d02a6eda4c,cdc33571a9d453eec72d95c60abfaf50f9c982e80c66f489d471b36b91a98f09,"[1, 0, 1, 0, 1, 1]"
163,2,163,"[""pcb1/Data/Images/Normal/0923.JPG"", ""capsules/Data/Images/Anomaly/020.JPG"", ""pcb2/Data/Images/Anomaly/031.JPG"", ""candle/Data/Images/Normal/0400.JPG"", ""pcb2/Data/Images/Anomaly/090.JPG"", ""capsules/Data/Images/Normal/488.JPG""]",010d7b2c06c6aa29648c9077e3aa8f1445e758fefa61c1558bc77733c7251e73,60aa6911f4a4480c1730529c693a7c335424ed05455a44c8377a355dcd78a391,"[0, 1, 1, 0, 1, 0]"
164,2,164,"[""candle/Data/Images/Normal/0261.JPG"", ""capsules/Data/Images/Normal/107.JPG"", ""candle/Data/Images/Anomaly/014.JPG"", ""macaroni1/Data/Images/Anomaly/006.JPG"", ""capsules/Data/Images/Anomaly/050.JPG"", ""pcb4/Data/Images/Anomaly/007.JPG""]",a88e3c28e701bd60c4242fddd647ef761c72a19403107f6f6f63b04d4e936892,40804bf0db1a6770d5f319d36885bb89f2eef17bad00af8441e86cb447946e46,"[0, 0, 1, 1, 1, 1]"
165,2,165,"[""macaroni1/Data/Images/Normal/0739.JPG"", ""capsules/Data/Images/Anomaly/096.JPG"", ""pcb3/Data/Images/Normal/0545.JPG"", ""chewinggum/Data/Images/Anomaly/079.JPG"", ""macaroni1/Data/Images/Normal/0657.JPG"", ""pcb3/Data/Images/Normal/0654.JPG""]",b47042a9e80413027c0ea58060eb923a906acd69590e14d7b5501f5d7567660c,76c6bdaa37dd9f0543a2ec3fe068709f958655b9254066102a04e85c7b8904f0,"[0, 1, 0, 1, 0, 0]"
166,2,166,"[""capsules/Data/Images/Normal/286.JPG"", ""fryum/Data/Images/Normal/487.JPG"", ""candle/Data/Images/Anomaly/025.JPG"", ""candle/Data/Images/Normal/0755.JPG"", ""cashew/Data/Images/Anomaly/082.JPG"", ""pipe_fryum/Data/Images/Anomaly/077.JPG""]",e75f46f10a27ca840088588899822d0dd5e3c58b468d3dd5c081c9d64e05de5a,b45fcae1420bda5c8c076773fec58ec3e0c62968c6ca92e834f8f39cf63ef54c,"[0, 0, 1, 0, 1, 1]"
167,2,167,"[""pcb4/Data/Images/Anomaly/019.JPG"", ""macaroni1/Data/Images/Anomaly/059.JPG"", ""cashew/Data/Images/Anomaly/019.JPG"", ""pcb3/Data/Images/Anomaly/005.JPG"", ""pcb3/Data/Images/Normal/1002.JPG"", ""capsules/Data/Images/Anomaly/043.JPG""]",d7e6df9f87ab51b224face0a44bffa2f306a31a4808949cf80e05ee34d1f3ff4,f3e5058ffccbed283922ec587e1ad83295b17dfdae2a011d2902dad007ffc66f,"[1, 1, 1, 1, 0, 1]"
168,2,168,"[""pcb4/Data/Images/Normal/0024.JPG"", ""pcb1/Data/Images/Anomaly/022.JPG"", ""pipe_fryum/Data/Images/Normal/377.JPG"", ""macaroni1/Data/Images/Normal/0800.JPG"", ""macaroni2/Data/Images/Anomaly/067.JPG"", ""pcb2/Data/Images/Anomaly/045.JPG""]",4dfd2fad4d545ead10e1631670b12d2b0a0a8f7eca151a99d6ae60150dfe382f,4b85567c5d360b6cc2927c5095d5f9ae4aa60906d67f659d8526c632048b42a7,"[0, 1, 0, 0, 1, 1]"
169,2,169,"[""pcb2/Data/Images/Anomaly/055.JPG"", ""pcb4/Data/Images/Anomaly/087.JPG"", ""macaroni1/Data/Images/Anomaly/050.JPG"", ""pcb4/Data/Images/Normal/0518.JPG"", ""candle/Data/Images/Anomaly/050.JPG"", ""fryum/Data/Images/Anomaly/000.JPG""]",de10c9d27e8218985686fbd67798c93b0b4c8f50f78b3c6e4ad3396209db7f4c,b8e061c0fb7e7ca9e5e5339b280abe244008a013899f8987c2f39c56adbf852c,"[1, 1, 1, 0, 1, 1]"
170,2,170,"[""macaroni1/Data/Images/Anomaly/089.JPG"", ""fryum/Data/Images/Normal/369.JPG"", ""capsules/Data/Images/Normal/046.JPG"", ""pipe_fryum/Data/Images/Anomaly/000.JPG"", ""pcb1/Data/Images/Anomaly/046.JPG"", ""macaroni1/Data/Images/Normal/0363.JPG""]",4505c1db62ddac47a8a744b10625287dd2237c81db38cef34f7959b721a6dcac,dce4ed9979d3cb8bb424e358e195a8bf58709326f5c28ce63c0f3182a0bcb530,"[1, 0, 0, 1, 1, 0]"
171,2,171,"[""fryum/Data/Images/Normal/104.JPG"", ""pcb4/Data/Images/Normal/0952.JPG"", ""pcb2/Data/Images/Anomaly/086.JPG"", ""pcb4/Data/Images/Anomaly/089.JPG"", ""pipe_fryum/Data/Images/Normal/084.JPG"", ""macaroni2/Data/Images/Anomaly/057.JPG""]",c566551368c6cedcd029a25e6cdc15c77d2a5ba4ca903c61414c01eb4295add3,ed9aab8792cb1f584db6072568bd75b7282ac6195370fc898783cb094afc8f9d,"[0, 0, 1, 1, 0, 1]"
